app_id,job_id,user_id,applied_at,ai_int_start,ai_int_finish,recruiter_view,resp_time_hrs,sla_status,final_status
A-106316,J-1035,U-56316,2025-02-27 05:41:00,2025-02-27 06:03:00,2025-02-27 06:22:00,2025-02-27 12:05:48,5.73,Met,Hired
A-106317,J-1040,U-56317,2025-02-16 09:02:00,2025-02-16 09:28:00,2025-02-16 09:46:00,2025-02-16 17:44:12,7.97,Breached,Hired
A-106318,J-1065,U-56318,2025-03-19 00:03:00,2025-03-19 00:27:00,2025-03-19 00:42:00,2025-03-19 08:49:48,8.13,Breached,Hired
A-106319,J-1073,U-56319,2025-03-27 13:10:00,2025-03-27 13:32:00,2025-03-27 13:48:00,2025-03-27 17:25:12,3.62,Breached,Hired
A-106320,J-1053,U-56320,2025-03-13 08:33:00,2025-03-13 08:42:00,,,,,Dropped During AI Interview
A-106321,J-1027,U-56321,2025-03-15 08:05:00,2025-03-15 08:19:00,2025-03-15 08:37:00,2025-03-15 15:52:36,7.26,Breached,Lost to Competitor
A-106322,J-1101,U-56322,2025-01-24 14:12:00,2025-01-24 14:42:00,2025-01-24 15:02:00,2025-01-24 23:38:36,8.61,Breached,Rejected
A-106323,J-1036,U-56323,2025-03-11 01:29:00,2025-03-11 01:50:00,2025-03-11 02:10:00,2025-03-11 07:01:00,4.85,Met,Hired
A-106324,J-1112,U-56324,2025-02-10 11:27:00,2025-02-10 11:46:00,2025-02-10 12:02:00,2025-02-10 16:42:12,4.67,Breached,Hired
A-106325,J-1131,U-56325,2025-02-23 20:21:00,,,,,,Dropped During AI Interview
A-106326,J-1142,U-56326,2025-03-19 15:15:00,2025-03-19 15:33:00,2025-03-19 15:53:00,2025-03-19 20:54:48,5.03,Breached,Rejected
A-106327,J-1048,U-56327,2025-02-12 00:46:00,2025-02-12 01:07:00,2025-02-12 01:27:00,2025-02-12 11:13:12,9.77,Breached,Lost to Competitor
A-106328,J-1087,U-56328,2025-02-05 20:59:00,2025-02-05 21:15:00,2025-02-05 21:32:00,2025-02-06 04:12:12,6.67,Breached,Rejected
A-106329,J-1112,U-56329,2025-02-08 06:11:00,2025-02-08 06:21:00,2025-02-08 06:39:00,2025-02-08 15:03:00,8.4,Breached,Rejected
A-106330,J-1039,U-56330,2025-02-08 09:35:00,2025-02-08 10:00:00,2025-02-08 10:17:00,2025-02-08 14:09:48,3.88,Met,Hired
A-106331,J-1090,U-56331,2025-03-06 02:31:00,2025-03-06 02:41:00,2025-03-06 02:57:00,2025-03-06 05:19:48,2.38,Met,Hired
A-106332,J-1128,U-56332,2025-01-31 15:24:00,2025-01-31 15:33:00,2025-01-31 15:49:00,2025-01-31 19:31:00,3.7,Met,Hired
A-106333,J-1096,U-56333,2025-03-15 12:23:00,2025-03-15 12:45:00,2025-03-15 13:05:00,2025-03-15 20:41:00,7.6,Breached,Rejected
A-106334,J-1068,U-56334,2025-01-12 01:27:00,2025-01-12 01:42:00,2025-01-12 02:02:00,2025-01-12 03:34:24,1.54,Met,Hired
A-106335,J-1074,U-56335,2025-03-28 09:37:00,2025-03-28 09:54:00,2025-03-28 10:12:00,2025-03-28 17:04:48,6.88,Met,Rejected
A-106336,J-1124,U-56336,2025-03-24 04:17:00,2025-03-24 04:32:00,2025-03-24 04:48:00,2025-03-24 12:14:24,7.44,Breached,Rejected
A-106337,J-1108,U-56337,2025-03-03 19:49:00,2025-03-03 20:13:00,2025-03-03 20:32:00,2025-03-03 23:46:24,3.24,Met,Hired
A-106338,J-1073,U-56338,2025-01-06 11:30:00,2025-01-06 11:46:00,2025-01-06 12:03:00,2025-01-06 13:19:48,1.28,Met,Hired
A-106339,J-1064,U-56339,2025-01-19 05:46:00,2025-01-19 05:53:00,2025-01-19 06:13:00,2025-01-19 10:15:24,4.04,Breached,Rejected
A-106340,J-1055,U-56340,2025-02-15 00:53:00,2025-02-15 01:14:00,2025-02-15 01:31:00,2025-02-15 07:40:36,6.16,Breached,Rejected
A-106341,J-1010,U-56341,2025-02-05 17:48:00,,,,,,Dropped During AI Interview
A-106342,J-1020,U-56342,2025-01-08 09:46:00,2025-01-08 10:04:00,,,,,Dropped During AI Interview
A-106343,J-1064,U-56343,2025-03-15 01:33:00,2025-03-15 02:00:00,2025-03-15 02:18:00,2025-03-15 09:43:12,7.42,Breached,Lost to Competitor
A-106344,J-1051,U-56344,2025-01-17 15:17:00,2025-01-17 15:36:00,,,,,Dropped During AI Interview
A-106345,J-1045,U-56345,2025-02-07 14:20:00,2025-02-07 14:41:00,2025-02-07 14:58:00,2025-02-07 18:40:36,3.71,Breached,Hired
A-106346,J-1135,U-56346,2025-03-17 19:20:00,2025-03-17 19:48:00,,,,,Dropped During AI Interview
A-106347,J-1063,U-56347,2025-03-30 22:08:00,2025-03-30 22:19:00,2025-03-30 22:37:00,2025-03-30 23:40:00,1.05,Met,Hired
A-106348,J-1092,U-56348,2025-03-15 16:19:00,2025-03-15 16:40:00,2025-03-15 16:59:00,2025-03-16 01:09:12,8.17,Breached,Rejected
A-106349,J-1119,U-56349,2025-02-16 19:48:00,2025-02-16 20:08:00,2025-02-16 20:24:00,2025-02-17 03:53:24,7.49,Met,Rejected
A-106350,J-1119,U-56350,2025-01-06 11:17:00,2025-01-06 11:30:00,2025-01-06 11:47:00,2025-01-06 21:00:48,9.23,Breached,Rejected
A-106351,J-1021,U-56351,2025-03-11 06:03:00,2025-03-11 06:25:00,2025-03-11 06:40:00,2025-03-11 15:45:24,9.09,Breached,Rejected
A-106352,J-1018,U-56352,2025-04-01 03:05:00,2025-04-01 03:17:00,2025-04-01 03:36:00,2025-04-01 06:46:12,3.17,Met,Hired
A-106353,J-1100,U-56353,2025-01-05 14:01:00,2025-01-05 14:28:00,2025-01-05 14:44:00,2025-01-05 17:23:36,2.66,Met,Lost to Competitor
A-106354,J-1010,U-56354,2025-03-26 13:08:00,2025-03-26 13:33:00,2025-03-26 13:48:00,2025-03-26 15:22:48,1.58,Met,Hired
A-106355,J-1098,U-56355,2025-03-30 01:18:00,2025-03-30 01:35:00,2025-03-30 01:55:00,2025-03-30 03:56:48,2.03,Met,Hired
A-106356,J-1070,U-56356,2025-02-13 05:25:00,2025-02-13 05:34:00,2025-02-13 05:54:00,2025-02-13 07:41:24,1.79,Met,Hired
A-106357,J-1125,U-56357,2025-02-21 00:16:00,2025-02-21 00:35:00,2025-02-21 00:55:00,2025-02-21 10:00:24,9.09,Breached,Rejected
A-106358,J-1010,U-56358,2025-01-19 10:58:00,2025-01-19 11:03:00,2025-01-19 11:19:00,2025-01-19 15:16:36,3.96,Met,Rejected
A-106359,J-1017,U-56359,2025-02-19 09:36:00,2025-02-19 09:57:00,2025-02-19 10:15:00,2025-02-19 16:39:00,6.4,Breached,Rejected
A-106360,J-1138,U-56360,2025-03-30 21:16:00,2025-03-30 21:33:00,2025-03-30 21:49:00,2025-03-31 00:04:00,2.25,Met,Hired
A-106361,J-1009,U-56361,2025-02-18 17:44:00,2025-02-18 17:58:00,2025-02-18 18:18:00,2025-02-18 21:40:48,3.38,Met,Rejected
A-106362,J-1121,U-56362,2025-02-13 14:50:00,2025-02-13 15:17:00,2025-02-13 15:34:00,2025-02-13 19:12:24,3.64,Met,Hired
A-106363,J-1110,U-56363,2025-01-16 08:11:00,2025-01-16 08:38:00,2025-01-16 08:56:00,2025-01-16 11:07:24,2.19,Met,Hired
A-106364,J-1118,U-56364,2025-02-08 08:00:00,2025-02-08 08:14:00,2025-02-08 08:29:00,2025-02-08 17:35:36,9.11,Breached,Rejected
A-106365,J-1032,U-56365,2025-01-04 23:47:00,2025-01-04 23:52:00,2025-01-05 00:12:00,2025-01-05 02:07:12,1.92,Met,Rejected
A-106366,J-1060,U-56366,2025-02-09 20:57:00,2025-02-09 21:06:00,2025-02-09 21:23:00,2025-02-10 04:23:00,7.0,Breached,Lost to Competitor
A-106367,J-1102,U-56367,2025-01-04 03:14:00,2025-01-04 03:24:00,2025-01-04 03:44:00,2025-01-04 09:59:00,6.25,Breached,Rejected
A-106368,J-1033,U-56368,2025-03-02 15:55:00,2025-03-02 16:00:00,2025-03-02 16:19:00,2025-03-02 17:53:12,1.57,Met,Hired
A-106369,J-1144,U-56369,2025-02-09 22:07:00,2025-02-09 22:33:00,2025-02-09 22:49:00,2025-02-10 06:25:00,7.6,Breached,Rejected
A-106370,J-1057,U-56370,2025-02-05 00:06:00,2025-02-05 00:25:00,2025-02-05 00:42:00,2025-02-05 07:37:48,6.93,Breached,Lost to Competitor
A-106371,J-1136,U-56371,2025-03-30 00:55:00,2025-03-30 01:06:00,2025-03-30 01:22:00,2025-03-30 09:44:48,8.38,Breached,Hired
A-106372,J-1090,U-56372,2025-03-07 15:09:00,2025-03-07 15:19:00,,,,,Dropped During AI Interview
A-106373,J-1026,U-56373,2025-03-19 06:14:00,2025-03-19 06:33:00,2025-03-19 06:48:00,2025-03-19 09:06:00,2.3,Met,Rejected
A-106374,J-1033,U-56374,2025-03-22 11:57:00,2025-03-22 12:21:00,2025-03-22 12:41:00,2025-03-22 22:01:24,9.34,Breached,Rejected
A-106375,J-1138,U-56375,2025-01-16 23:45:00,2025-01-17 00:01:00,2025-01-17 00:19:00,2025-01-17 03:20:48,3.03,Met,Rejected
A-106376,J-1069,U-56376,2025-02-17 22:58:00,2025-02-17 23:11:00,2025-02-17 23:27:00,2025-02-18 05:47:24,6.34,Breached,Rejected
A-106377,J-1009,U-56377,2025-02-12 08:09:00,2025-02-12 08:21:00,,,,,Dropped During AI Interview
A-106378,J-1100,U-56378,2025-03-02 20:01:00,,,,,,Dropped During AI Interview
A-106379,J-1062,U-56379,2025-03-05 14:57:00,2025-03-05 15:07:00,2025-03-05 15:27:00,2025-03-06 00:04:12,8.62,Breached,Rejected
A-106380,J-1073,U-56380,2025-03-07 04:49:00,2025-03-07 04:54:00,2025-03-07 05:14:00,2025-03-07 07:40:24,2.44,Met,Lost to Competitor
A-106381,J-1058,U-56381,2025-02-23 05:20:00,2025-02-23 05:37:00,2025-02-23 05:56:00,2025-02-23 15:42:12,9.77,Breached,Rejected
A-106382,J-1029,U-56382,2025-02-13 18:22:00,2025-02-13 18:33:00,2025-02-13 18:52:00,2025-02-14 03:36:24,8.74,Breached,Rejected
A-106383,J-1105,U-56383,2025-03-11 23:21:00,2025-03-11 23:41:00,,,,,Dropped During AI Interview
A-106384,J-1144,U-56384,2025-03-14 15:50:00,2025-03-14 16:11:00,,,,,Dropped During AI Interview
A-106385,J-1112,U-56385,2025-01-07 23:35:00,2025-01-07 23:57:00,2025-01-08 00:15:00,2025-01-08 00:49:48,0.58,Met,Hired
A-106386,J-1025,U-56386,2025-01-13 23:14:00,2025-01-13 23:20:00,2025-01-13 23:35:00,2025-01-14 05:26:00,5.85,Met,Hired
A-106387,J-1143,U-56387,2025-02-21 18:52:00,2025-02-21 19:01:00,2025-02-21 19:20:00,2025-02-21 20:24:12,1.07,Met,Hired
A-106388,J-1089,U-56388,2025-03-23 18:07:00,2025-03-23 18:18:00,2025-03-23 18:34:00,2025-03-23 23:16:36,4.71,Met,Rejected
A-106389,J-1055,U-56389,2025-03-05 18:57:00,2025-03-05 19:21:00,2025-03-05 19:40:00,2025-03-05 21:47:12,2.12,Met,Hired
A-106390,J-1132,U-56390,2025-03-15 18:31:00,2025-03-15 18:37:00,2025-03-15 18:52:00,2025-03-15 20:22:36,1.51,Met,Rejected
A-106391,J-1105,U-56391,2025-03-04 00:50:00,2025-03-04 00:58:00,2025-03-04 01:13:00,2025-03-04 02:15:24,1.04,Met,Hired
A-106392,J-1131,U-56392,2025-02-24 11:42:00,2025-02-24 12:11:00,2025-02-24 12:28:00,2025-02-24 18:01:36,5.56,Met,Rejected
A-106393,J-1091,U-56393,2025-02-09 18:05:00,2025-02-09 18:26:00,2025-02-09 18:45:00,2025-02-09 23:02:24,4.29,Breached,Lost to Competitor
A-106394,J-1033,U-56394,2025-03-21 17:59:00,2025-03-21 18:24:00,2025-03-21 18:42:00,2025-03-21 20:19:48,1.63,Met,Hired
A-106395,J-1001,U-56395,2025-01-09 10:53:00,2025-01-09 11:12:00,2025-01-09 11:31:00,2025-01-09 17:24:24,5.89,Breached,Hired
A-106396,J-1137,U-56396,2025-03-01 10:13:00,,,,,,Dropped During AI Interview
A-106397,J-1036,U-56397,2025-01-12 10:49:00,2025-01-12 11:04:00,2025-01-12 11:24:00,2025-01-12 12:15:00,0.85,Met,Hired
A-106398,J-1141,U-56398,2025-03-25 19:42:00,,,,,,Dropped During AI Interview
A-106399,J-1002,U-56399,2025-01-16 21:32:00,2025-01-16 22:01:00,,,,,Dropped During AI Interview
A-106400,J-1044,U-56400,2025-01-02 08:58:00,2025-01-02 09:20:00,2025-01-02 09:37:00,2025-01-02 11:43:36,2.11,Met,Hired
A-106401,J-1058,U-56401,2025-01-17 19:29:00,2025-01-17 19:47:00,2025-01-17 20:04:00,2025-01-17 21:53:12,1.82,Met,Hired
A-106402,J-1015,U-56402,2025-01-11 05:40:00,2025-01-11 05:47:00,2025-01-11 06:07:00,2025-01-11 13:09:24,7.04,Breached,Hired
A-106403,J-1100,U-56403,2025-03-01 04:39:00,2025-03-01 04:47:00,2025-03-01 05:05:00,2025-03-01 11:10:24,6.09,Breached,Rejected
A-106404,J-1011,U-56404,2025-02-02 17:28:00,2025-02-02 17:49:00,2025-02-02 18:07:00,2025-02-03 02:38:12,8.52,Breached,Rejected
A-106405,J-1002,U-56405,2025-03-22 12:17:00,2025-03-22 12:28:00,2025-03-22 12:48:00,2025-03-22 21:24:00,8.6,Breached,Hired
A-106406,J-1038,U-56406,2025-03-04 08:51:00,2025-03-04 09:18:00,,,,,Dropped During AI Interview
A-106407,J-1091,U-56407,2025-02-28 08:14:00,2025-02-28 08:23:00,2025-02-28 08:42:00,2025-02-28 10:54:36,2.21,Met,Hired
A-106408,J-1148,U-56408,2025-01-25 20:06:00,2025-01-25 20:28:00,2025-01-25 20:48:00,2025-01-26 05:20:24,8.54,Breached,Rejected
A-106409,J-1026,U-56409,2025-01-03 19:59:00,2025-01-03 20:18:00,2025-01-03 20:35:00,2025-01-03 23:42:48,3.13,Met,Hired
A-106410,J-1067,U-56410,2025-01-30 08:08:00,2025-01-30 08:18:00,2025-01-30 08:36:00,2025-01-30 14:06:00,5.5,Breached,Lost to Competitor
A-106411,J-1131,U-56411,2025-01-20 03:14:00,2025-01-20 03:23:00,2025-01-20 03:41:00,2025-01-20 12:57:12,9.27,Breached,Rejected
A-106412,J-1119,U-56412,2025-01-07 19:36:00,2025-01-07 19:48:00,2025-01-07 20:07:00,2025-01-07 23:17:12,3.17,Met,Hired
A-106413,J-1097,U-56413,2025-01-20 23:32:00,2025-01-20 23:40:00,2025-01-21 00:00:00,2025-01-21 00:37:48,0.63,Met,Hired
A-106414,J-1056,U-56414,2025-01-10 11:48:00,2025-01-10 12:09:00,2025-01-10 12:28:00,2025-01-10 21:04:36,8.61,Breached,Rejected
A-106415,J-1051,U-56415,2025-02-26 13:35:00,2025-02-26 13:53:00,2025-02-26 14:10:00,2025-02-26 23:38:12,9.47,Breached,Hired
A-106416,J-1073,U-56416,2025-01-09 10:55:00,2025-01-09 11:04:00,2025-01-09 11:23:00,2025-01-09 15:02:00,3.65,Breached,Rejected
A-106417,J-1037,U-56417,2025-03-29 19:13:00,2025-03-29 19:32:00,,,,,Dropped During AI Interview
A-106418,J-1037,U-56418,2025-01-01 08:25:00,2025-01-01 08:31:00,2025-01-01 08:51:00,2025-01-01 12:47:24,3.94,Breached,Hired
A-106419,J-1009,U-56419,2025-02-12 05:00:00,2025-02-12 05:27:00,2025-02-12 05:47:00,2025-02-12 15:35:00,9.8,Breached,Rejected
A-106420,J-1118,U-56420,2025-02-25 18:14:00,2025-02-25 18:35:00,2025-02-25 18:55:00,2025-02-26 01:38:12,6.72,Breached,Rejected
A-106421,J-1075,U-56421,2025-02-10 17:06:00,2025-02-10 17:17:00,2025-02-10 17:33:00,2025-02-10 23:45:36,6.21,Breached,Rejected
A-106422,J-1065,U-56422,2025-02-22 07:11:00,2025-02-22 07:17:00,2025-02-22 07:32:00,2025-02-22 15:36:48,8.08,Breached,Rejected
A-106423,J-1118,U-56423,2025-03-01 13:55:00,2025-03-01 14:15:00,2025-03-01 14:35:00,2025-03-01 16:48:12,2.22,Met,Hired
A-106424,J-1112,U-56424,2025-02-13 09:08:00,2025-02-13 09:27:00,2025-02-13 09:46:00,2025-02-13 18:11:48,8.43,Breached,Rejected
A-106425,J-1066,U-56425,2025-02-18 06:58:00,,,,,,Dropped During AI Interview
A-106426,J-1031,U-56426,2025-02-09 22:37:00,2025-02-09 22:52:00,2025-02-09 23:07:00,2025-02-10 02:42:24,3.59,Met,Hired
A-106427,J-1078,U-56427,2025-04-01 03:48:00,2025-04-01 04:01:00,2025-04-01 04:16:00,2025-04-01 05:31:00,1.25,Met,Hired
A-106428,J-1078,U-56428,2025-03-21 09:28:00,2025-03-21 09:48:00,2025-03-21 10:04:00,2025-03-21 18:50:12,8.77,Breached,Rejected
A-106429,J-1072,U-56429,2025-03-25 16:12:00,2025-03-25 16:39:00,2025-03-25 16:58:00,2025-03-25 20:00:24,3.04,Breached,Rejected
A-106430,J-1060,U-56430,2025-03-05 11:06:00,2025-03-05 11:31:00,2025-03-05 11:49:00,2025-03-05 17:01:00,5.2,Breached,Hired
A-106431,J-1007,U-56431,2025-01-04 14:15:00,2025-01-04 14:38:00,,,,,Dropped During AI Interview
A-106432,J-1096,U-56432,2025-03-08 11:02:00,2025-03-08 11:22:00,2025-03-08 11:38:00,2025-03-08 20:12:48,8.58,Breached,Rejected
A-106433,J-1092,U-56433,2025-01-07 16:09:00,2025-01-07 16:35:00,2025-01-07 16:51:00,2025-01-07 21:33:00,4.7,Met,Rejected
A-106434,J-1127,U-56434,2025-01-05 08:18:00,2025-01-05 08:43:00,2025-01-05 08:58:00,2025-01-05 14:02:48,5.08,Met,Hired
A-106435,J-1029,U-56435,2025-01-25 04:47:00,2025-01-25 04:53:00,2025-01-25 05:08:00,2025-01-25 13:02:00,7.9,Breached,Rejected
A-106436,J-1069,U-56436,2025-02-13 08:50:00,2025-02-13 09:06:00,2025-02-13 09:26:00,2025-02-13 11:42:48,2.28,Met,Hired
A-106437,J-1005,U-56437,2025-01-18 18:43:00,2025-01-18 19:10:00,2025-01-18 19:26:00,2025-01-19 04:45:48,9.33,Breached,Rejected
A-106438,J-1005,U-56438,2025-02-27 20:02:00,,,,,,Dropped During AI Interview
A-106439,J-1134,U-56439,2025-03-09 11:52:00,2025-03-09 12:20:00,2025-03-09 12:39:00,2025-03-09 18:00:00,5.35,Breached,Lost to Competitor
A-106440,J-1036,U-56440,2025-02-09 15:08:00,2025-02-09 15:19:00,2025-02-09 15:35:00,2025-02-09 18:57:12,3.37,Met,Rejected
A-106441,J-1068,U-56441,2025-02-01 20:47:00,2025-02-01 21:05:00,2025-02-01 21:22:00,2025-02-02 02:32:48,5.18,Met,Rejected
A-106442,J-1129,U-56442,2025-01-16 07:48:00,2025-01-16 08:14:00,2025-01-16 08:29:00,2025-01-16 13:08:00,4.65,Breached,Hired
A-106443,J-1027,U-56443,2025-01-20 21:41:00,2025-01-20 22:02:00,2025-01-20 22:20:00,2025-01-21 05:25:24,7.09,Breached,Rejected
A-106444,J-1095,U-56444,2025-03-05 02:29:00,2025-03-05 02:37:00,2025-03-05 02:53:00,2025-03-05 04:44:36,1.86,Met,Rejected
A-106445,J-1052,U-56445,2025-01-17 20:49:00,2025-01-17 20:55:00,2025-01-17 21:10:00,2025-01-18 03:22:00,6.2,Met,Rejected
A-106446,J-1102,U-56446,2025-01-28 06:16:00,2025-01-28 06:21:00,2025-01-28 06:39:00,2025-01-28 09:03:36,2.41,Met,Hired
A-106447,J-1082,U-56447,2025-02-24 05:47:00,2025-02-24 06:00:00,,,,,Dropped During AI Interview
A-106448,J-1071,U-56448,2025-02-06 22:41:00,2025-02-06 23:10:00,2025-02-06 23:25:00,2025-02-07 01:19:36,1.91,Met,Hired
A-106449,J-1091,U-56449,2025-03-02 04:06:00,2025-03-02 04:17:00,2025-03-02 04:37:00,2025-03-02 05:47:12,1.17,Met,Rejected
A-106450,J-1015,U-56450,2025-01-22 21:01:00,2025-01-22 21:28:00,2025-01-22 21:47:00,2025-01-22 23:12:48,1.43,Met,Hired
A-106451,J-1052,U-56451,2025-01-06 13:54:00,2025-01-06 14:16:00,2025-01-06 14:32:00,2025-01-06 16:43:24,2.19,Met,Rejected
A-106452,J-1123,U-56452,2025-01-28 02:19:00,2025-01-28 02:41:00,2025-01-28 02:56:00,2025-01-28 06:03:12,3.12,Breached,Rejected
A-106453,J-1131,U-56453,2025-02-10 06:39:00,2025-02-10 06:46:00,2025-02-10 07:06:00,2025-02-10 08:37:48,1.53,Met,Hired
A-106454,J-1146,U-56454,2025-02-27 17:55:00,2025-02-27 18:19:00,2025-02-27 18:34:00,2025-02-28 02:36:24,8.04,Breached,Rejected
A-106455,J-1123,U-56455,2025-03-09 04:07:00,2025-03-09 04:12:00,2025-03-09 04:29:00,2025-03-09 13:48:48,9.33,Breached,Lost to Competitor
A-106456,J-1135,U-56456,2025-01-17 05:21:00,2025-01-17 05:28:00,2025-01-17 05:47:00,2025-01-17 07:09:48,1.38,Met,Hired
A-106457,J-1002,U-56457,2025-01-17 00:13:00,2025-01-17 00:33:00,2025-01-17 00:48:00,2025-01-17 09:11:24,8.39,Breached,Rejected
A-106458,J-1062,U-56458,2025-02-05 11:30:00,2025-02-05 11:48:00,2025-02-05 12:06:00,2025-02-05 19:01:48,6.93,Breached,Lost to Competitor
A-106459,J-1072,U-56459,2025-01-24 05:46:00,2025-01-24 06:00:00,2025-01-24 06:20:00,2025-01-24 11:54:12,5.57,Breached,Rejected
A-106460,J-1127,U-56460,2025-01-15 11:53:00,2025-01-15 12:10:00,2025-01-15 12:29:00,2025-01-15 19:36:12,7.12,Met,Rejected
A-106461,J-1085,U-56461,2025-01-27 08:34:00,2025-01-27 08:58:00,2025-01-27 09:15:00,2025-01-27 13:10:12,3.92,Breached,Rejected
A-106462,J-1049,U-56462,2025-02-15 13:09:00,2025-02-15 13:37:00,2025-02-15 13:53:00,2025-02-15 15:36:48,1.73,Met,Rejected
A-106463,J-1061,U-56463,2025-03-26 20:34:00,2025-03-26 20:49:00,2025-03-26 21:05:00,2025-03-26 22:28:24,1.39,Met,Hired
A-106464,J-1118,U-56464,2025-01-25 06:00:00,2025-01-25 06:20:00,2025-01-25 06:38:00,2025-01-25 14:06:48,7.48,Breached,Rejected
A-106465,J-1068,U-56465,2025-04-01 21:09:00,2025-04-01 21:36:00,2025-04-01 21:53:00,2025-04-02 06:57:12,9.07,Breached,Rejected
A-106466,J-1021,U-56466,2025-03-07 18:12:00,2025-03-07 18:32:00,2025-03-07 18:47:00,2025-03-08 02:29:36,7.71,Breached,Rejected
A-106467,J-1091,U-56467,2025-03-29 11:57:00,2025-03-29 12:19:00,,,,,Dropped During AI Interview
A-106468,J-1089,U-56468,2025-02-17 20:20:00,2025-02-17 20:33:00,2025-02-17 20:50:00,2025-02-18 00:37:24,3.79,Met,Hired
A-106469,J-1011,U-56469,2025-01-11 01:46:00,2025-01-11 02:10:00,2025-01-11 02:30:00,2025-01-11 08:24:00,5.9,Breached,Rejected
A-106470,J-1135,U-56470,2025-01-21 13:44:00,2025-01-21 14:05:00,2025-01-21 14:24:00,2025-01-21 20:37:48,6.23,Met,Lost to Competitor
A-106471,J-1096,U-56471,2025-03-30 13:00:00,2025-03-30 13:17:00,2025-03-30 13:36:00,2025-03-30 18:46:48,5.18,Met,Rejected
A-106472,J-1038,U-56472,2025-03-01 00:30:00,2025-03-01 00:54:00,2025-03-01 01:09:00,2025-03-01 03:16:48,2.13,Met,Hired
A-106473,J-1009,U-56473,2025-01-23 02:26:00,2025-01-23 02:53:00,2025-01-23 03:08:00,2025-01-23 08:59:00,5.85,Met,Rejected
A-106474,J-1111,U-56474,2025-03-12 04:13:00,2025-03-12 04:37:00,2025-03-12 04:53:00,2025-03-12 13:40:24,8.79,Breached,Hired
A-106475,J-1108,U-56475,2025-01-28 04:27:00,2025-01-28 04:34:00,2025-01-28 04:54:00,2025-01-28 07:12:36,2.31,Met,Hired
A-106476,J-1110,U-56476,2025-03-11 23:25:00,2025-03-11 23:35:00,2025-03-11 23:50:00,2025-03-12 09:02:36,9.21,Breached,Rejected
A-106477,J-1065,U-56477,2025-03-08 17:10:00,2025-03-08 17:34:00,2025-03-08 17:50:00,2025-03-09 00:20:36,6.51,Breached,Rejected
A-106478,J-1065,U-56478,2025-02-17 04:51:00,2025-02-17 05:02:00,2025-02-17 05:19:00,2025-02-17 10:13:36,4.91,Breached,Rejected
A-106479,J-1022,U-56479,2025-03-04 07:32:00,2025-03-04 07:49:00,2025-03-04 08:08:00,2025-03-04 11:20:00,3.2,Breached,Hired
A-106480,J-1039,U-56480,2025-02-07 14:09:00,2025-02-07 14:21:00,,,,,Dropped During AI Interview
A-106481,J-1027,U-56481,2025-02-24 10:43:00,2025-02-24 11:09:00,2025-02-24 11:27:00,2025-02-24 12:00:00,0.55,Met,Hired
A-106482,J-1057,U-56482,2025-02-10 03:26:00,2025-02-10 03:49:00,2025-02-10 04:05:00,2025-02-10 11:16:24,7.19,Breached,Rejected
A-106483,J-1058,U-56483,2025-03-09 10:02:00,2025-03-09 10:09:00,2025-03-09 10:26:00,2025-03-09 16:46:24,6.34,Breached,Rejected
A-106484,J-1146,U-56484,2025-02-16 22:45:00,2025-02-16 23:13:00,2025-02-16 23:28:00,2025-02-17 08:13:00,8.75,Breached,Rejected
A-106485,J-1111,U-56485,2025-01-25 23:11:00,2025-01-25 23:18:00,2025-01-25 23:33:00,2025-01-26 07:57:36,8.41,Breached,Rejected
A-106486,J-1119,U-56486,2025-02-17 20:32:00,2025-02-17 20:44:00,2025-02-17 21:01:00,2025-02-18 03:14:12,6.22,Met,Rejected
A-106487,J-1109,U-56487,2025-03-28 01:35:00,2025-03-28 02:05:00,2025-03-28 02:22:00,2025-03-28 10:26:48,8.08,Breached,Rejected
A-106488,J-1028,U-56488,2025-01-31 06:22:00,2025-01-31 06:45:00,2025-01-31 07:03:00,2025-01-31 16:18:36,9.26,Breached,Rejected
A-106489,J-1113,U-56489,2025-03-24 18:56:00,2025-03-24 19:17:00,2025-03-24 19:37:00,2025-03-25 01:20:12,5.72,Met,Rejected
A-106490,J-1002,U-56490,2025-03-24 01:05:00,,,,,,Dropped During AI Interview
A-106491,J-1020,U-56491,2025-03-22 11:26:00,2025-03-22 11:49:00,2025-03-22 12:09:00,2025-03-22 13:02:24,0.89,Met,Lost to Competitor
A-106492,J-1029,U-56492,2025-03-26 05:09:00,2025-03-26 05:39:00,2025-03-26 05:54:00,2025-03-26 12:43:12,6.82,Breached,Rejected
A-106493,J-1097,U-56493,2025-03-31 01:19:00,2025-03-31 01:41:00,2025-03-31 01:59:00,2025-03-31 07:50:36,5.86,Met,Hired
A-106494,J-1146,U-56494,2025-02-25 22:46:00,2025-02-25 23:14:00,2025-02-25 23:30:00,2025-02-26 06:58:48,7.48,Breached,Lost to Competitor
A-106495,J-1139,U-56495,2025-03-18 14:06:00,2025-03-18 14:30:00,2025-03-18 14:47:00,2025-03-18 18:46:24,3.99,Breached,Hired
A-106496,J-1121,U-56496,2025-01-09 20:14:00,2025-01-09 20:21:00,2025-01-09 20:41:00,2025-01-10 00:20:36,3.66,Met,Rejected
A-106497,J-1113,U-56497,2025-03-23 23:08:00,2025-03-23 23:34:00,2025-03-23 23:51:00,2025-03-24 07:21:00,7.5,Met,Lost to Competitor
A-106498,J-1068,U-56498,2025-01-25 16:29:00,2025-01-25 16:44:00,2025-01-25 16:59:00,2025-01-26 01:24:12,8.42,Breached,Rejected
