app_id,ai_goodness_score,match_reason,human_rating,is_false_positive
A-104419,83,Tech Stack Match,7,0
A-104420,99,Experience Match,9,0
A-104421,99,Experience Match,10,0
A-104423,68,Tech Stack Match,8,0
A-104424,39,SQL Skills,2,0
A-104425,77,Tech Stack Match,6,0
A-104426,71,Tech Stack Match,5,0
A-104427,95,SQL Skills,9,0
A-104428,45,SQL Skills,4,0
A-104429,62,Communication,5,0
A-104430,86,Tech Stack Match,9,0
A-104431,33,Communication,5,0
A-104432,58,Experience Match,6,0
A-104433,73,Communication,7,0
A-104434,57,Communication,4,0
A-104435,53,Experience Match,3,0
A-104436,32,Tech Stack Match,4,0
A-104437,93,SQL Skills,10,0
A-104438,95,Communication,9,0
A-104439,62,SQL Skills,5,0
A-104440,64,Communication,7,0
A-104441,48,Communication,2,0
A-104442,84,Tech Stack Match,7,0
A-104443,89,SQL Skills,8,0
A-104444,54,SQL Skills,4,0
A-104445,74,Communication,7,0
A-104446,47,Communication,3,0
A-104447,66,Experience Match,4,0
A-104449,69,SQL Skills,4,0
A-104450,75,Experience Match,7,0
A-104451,100,Experience Match,9,0
A-104452,44,Communication,3,0
A-104453,77,Experience Match,7,0
A-104454,60,SQL Skills,7,0
A-104455,89,Communication,6,0
A-104456,31,Experience Match,5,0
A-104457,94,SQL Skills,7,0
A-104458,31,Experience Match,4,0
A-104459,62,SQL Skills,8,0
A-104461,65,SQL Skills,6,0
A-104462,94,Tech Stack Match,8,0
A-104464,73,Tech Stack Match,7,0
A-104465,48,Communication,5,0
A-104466,94,SQL Skills,10,0
A-104467,58,Experience Match,3,0
A-104468,53,Tech Stack Match,7,0
A-104469,93,Communication,9,0
A-104470,62,Tech Stack Match,7,0
A-104471,95,Tech Stack Match,9,0
A-104472,67,Tech Stack Match,8,0
A-104473,56,Communication,5,0
A-104474,37,Communication,1,0
A-104475,60,Communication,4,0
A-104477,55,Communication,6,0
A-104478,63,Experience Match,7,0
A-104479,93,Communication,10,0
A-104480,98,SQL Skills,10,0
A-104481,97,Communication,10,0
A-104482,79,Communication,6,0
A-104483,91,Communication,7,0
A-104484,98,Tech Stack Match,7,0
A-104485,97,Tech Stack Match,7,0
A-104486,78,Experience Match,9,0
A-104487,31,SQL Skills,1,0
A-104488,96,Experience Match,8,0
A-104489,41,Communication,2,0
A-104490,74,Communication,8,0
A-104491,97,SQL Skills,10,0
A-104492,99,Experience Match,9,0
A-104493,86,Communication,8,0
A-104494,52,Tech Stack Match,5,0
A-104495,85,Tech Stack Match,6,0
A-104496,36,Experience Match,1,0
A-104498,36,Tech Stack Match,5,0
A-104499,47,Tech Stack Match,6,0
A-104500,80,Tech Stack Match,9,0
A-104501,41,Communication,4,0
A-104503,82,SQL Skills,10,0
A-104505,42,Experience Match,5,0
A-104506,57,Communication,5,0
A-104507,70,Experience Match,6,0
A-104508,99,Tech Stack Match,8,0
A-104509,48,Communication,5,0
A-104510,93,SQL Skills,10,0
A-104513,94,Tech Stack Match,7,0
A-104514,79,Tech Stack Match,5,0
A-104515,77,SQL Skills,6,0
A-104517,97,Tech Stack Match,8,0
A-104518,83,SQL Skills,8,0
A-104519,100,Experience Match,10,0
A-104520,58,SQL Skills,7,0
A-104521,99,SQL Skills,10,0
A-104522,98,SQL Skills,7,0
A-104523,99,Experience Match,7,0
A-104524,56,Tech Stack Match,3,0
A-104525,94,Communication,9,0
A-104526,44,Experience Match,3,0
A-104527,97,Experience Match,8,0
A-104528,72,Experience Match,8,0
A-104530,70,Experience Match,5,0
A-104531,50,Tech Stack Match,6,0
A-104532,64,Experience Match,7,0
A-104533,70,Communication,7,0
A-104534,49,Communication,4,0
A-104535,44,Communication,5,0
A-104536,77,Communication,7,0
A-104537,67,Tech Stack Match,7,0
A-104538,65,Tech Stack Match,5,0
A-104540,83,SQL Skills,10,0
A-104541,45,SQL Skills,6,0
A-104542,100,Tech Stack Match,10,0
A-104543,96,SQL Skills,10,0
A-104545,67,Experience Match,4,0
A-104546,92,Experience Match,10,0
A-104549,64,SQL Skills,4,0
A-104550,50,Communication,6,0
A-104551,39,Tech Stack Match,1,0
A-104552,63,SQL Skills,7,0
A-104553,39,Experience Match,2,0
A-104554,58,Communication,3,0
A-104555,83,Communication,9,0
A-104556,54,Communication,3,0
A-104557,78,Experience Match,7,0
A-104559,100,Communication,10,0
A-104561,37,Experience Match,1,0
A-104562,93,Communication,8,0
A-104564,94,Tech Stack Match,9,0
A-104565,49,SQL Skills,6,0
A-104566,79,Tech Stack Match,6,0
A-104567,86,Tech Stack Match,9,0
A-104568,95,Tech Stack Match,10,0
A-104569,63,Tech Stack Match,7,0
A-104571,53,Experience Match,5,0
A-104572,92,SQL Skills,8,0
A-104573,83,Communication,10,0
A-104574,86,SQL Skills,7,0
A-104576,63,Tech Stack Match,6,0
A-104577,82,Communication,6,0
A-104579,38,Experience Match,1,0
A-104580,33,Experience Match,4,0
A-104581,40,Communication,6,0
A-104582,92,Communication,9,0
A-104583,88,SQL Skills,7,0
A-104584,61,Experience Match,5,0
A-104585,38,Tech Stack Match,5,0
A-104586,95,Tech Stack Match,9,0
A-104587,77,Tech Stack Match,6,0
A-104588,35,Experience Match,5,0
A-104589,78,Experience Match,9,0
A-104590,47,Tech Stack Match,5,0
A-104591,89,SQL Skills,9,0
A-104592,44,Communication,4,0
A-104593,63,SQL Skills,8,0
A-104594,82,Communication,9,0
A-104595,31,SQL Skills,2,0
A-104596,84,SQL Skills,6,0
A-104597,65,Communication,4,0
A-104598,84,Experience Match,9,0
A-104601,67,Communication,8,0
A-104602,36,SQL Skills,4,0
A-104603,97,SQL Skills,7,0
A-104607,100,SQL Skills,8,0
A-104608,79,SQL Skills,5,0
A-104611,86,SQL Skills,9,0
A-104612,98,Tech Stack Match,8,0
A-104615,83,Tech Stack Match,6,0
A-104616,48,SQL Skills,3,0
A-104617,52,Communication,7,0
A-104618,40,SQL Skills,6,0
A-104619,59,Tech Stack Match,3,0
A-104620,87,Tech Stack Match,7,0
A-104621,31,SQL Skills,1,0
A-104622,70,Experience Match,5,0
A-104623,73,Experience Match,7,0
A-104624,60,Experience Match,7,0
A-104625,96,Experience Match,10,0
A-104626,69,Experience Match,8,0
A-104627,60,SQL Skills,6,0
A-104628,74,Communication,6,0
A-104629,93,Communication,10,0
A-104630,67,Communication,7,0
A-104631,89,Experience Match,9,0
A-104633,67,SQL Skills,6,0
A-104635,95,SQL Skills,10,0
A-104636,52,Experience Match,5,0
A-104637,89,Experience Match,6,0
A-104638,77,Experience Match,5,0
A-104639,33,Communication,1,0
A-104641,70,Tech Stack Match,9,0
A-104642,77,Tech Stack Match,7,0
A-104643,73,SQL Skills,8,0
A-104644,73,Experience Match,7,0
A-104645,84,Communication,7,0
A-104646,93,Experience Match,9,0
A-104647,94,Experience Match,9,0
A-104648,75,SQL Skills,7,0
A-104650,93,Experience Match,8,0
A-104651,56,Experience Match,3,0
A-104652,54,Tech Stack Match,4,0
A-104653,75,Experience Match,8,0
A-104654,83,Tech Stack Match,7,0
A-104655,51,Communication,5,0
A-104657,65,Communication,8,0
A-104658,44,Communication,2,0
A-104659,61,Tech Stack Match,6,0
A-104660,49,Tech Stack Match,3,0
A-104661,44,Experience Match,6,0
A-104662,68,Communication,7,0
A-104663,31,Communication,5,0
A-104664,90,SQL Skills,8,0
A-104665,86,SQL Skills,6,0
A-104666,50,Experience Match,6,0
A-104667,34,SQL Skills,5,0
A-104668,85,Tech Stack Match,9,0
A-104669,91,Communication,8,0
A-104670,91,Tech Stack Match,10,0
A-104671,83,Communication,6,0
A-104672,95,Experience Match,10,0
A-104673,39,Communication,5,0
A-104674,92,Experience Match,10,0
A-104675,64,Experience Match,6,0
A-104676,49,SQL Skills,5,0
A-104678,72,Tech Stack Match,8,0
A-104679,93,Experience Match,9,0
A-104680,53,Communication,3,0
A-104681,97,SQL Skills,9,0
A-104682,70,Tech Stack Match,9,0
A-104683,70,Experience Match,6,0
A-104684,67,Communication,5,0
A-104685,47,Tech Stack Match,2,0
A-104686,85,Tech Stack Match,10,0
A-104687,88,Tech Stack Match,9,0
A-104688,49,SQL Skills,4,0
A-104689,82,Communication,7,0
A-104690,84,Communication,9,0
A-104691,72,Tech Stack Match,5,0
A-104694,33,Tech Stack Match,2,0
A-104695,30,Experience Match,1,0
A-104696,36,Experience Match,1,0
A-104697,93,Tech Stack Match,8,0
A-104698,60,Communication,7,0
A-104700,53,Tech Stack Match,3,0
A-104701,80,Experience Match,6,0
A-104702,92,SQL Skills,10,0
A-104703,82,SQL Skills,8,0
A-104704,82,Tech Stack Match,10,0
A-104706,54,Experience Match,3,0
A-104707,70,SQL Skills,5,0
A-104708,98,Communication,10,0
A-104709,37,Experience Match,2,0
A-104710,97,Communication,7,0
A-104711,50,SQL Skills,6,0
A-104712,85,Experience Match,10,0
A-104713,51,SQL Skills,5,0
A-104714,90,Experience Match,9,0
A-104715,87,Tech Stack Match,8,0
A-104716,68,Tech Stack Match,4,0
A-104717,71,Tech Stack Match,9,0
A-104718,87,Experience Match,9,0
A-104719,89,Tech Stack Match,8,0
A-104721,39,SQL Skills,4,0
A-104722,93,Tech Stack Match,9,0
A-104723,95,SQL Skills,9,0
A-104724,71,Communication,7,0
A-104725,94,Tech Stack Match,10,0
A-104727,62,Communication,8,0
A-104728,98,Tech Stack Match,10,0
A-104729,58,Tech Stack Match,7,0
A-104730,91,Experience Match,10,0
A-104731,46,SQL Skills,6,0
A-104732,43,Communication,2,0
A-104733,95,Tech Stack Match,10,0
A-104734,97,Experience Match,10,0
A-104737,39,Experience Match,1,0
A-104738,61,Experience Match,8,0
A-104739,99,Tech Stack Match,9,0
A-104740,69,Experience Match,4,0
A-104741,41,Communication,6,0
A-104742,79,Communication,7,0
A-104744,73,Tech Stack Match,5,0
A-104745,91,Tech Stack Match,10,0
A-104746,69,Tech Stack Match,5,0
A-104747,39,Experience Match,4,0
A-104748,67,Experience Match,8,0
A-104749,76,Tech Stack Match,8,0
A-104750,57,Communication,6,0
A-104751,84,Experience Match,9,0
A-104753,33,Tech Stack Match,5,0
A-104754,95,SQL Skills,7,0
A-104757,83,SQL Skills,9,0
A-104758,68,SQL Skills,7,0
A-104759,32,Experience Match,4,0
A-104760,40,SQL Skills,2,0
A-104761,34,SQL Skills,1,0
A-104762,51,Communication,3,0
A-104765,73,SQL Skills,5,0
A-104766,69,Tech Stack Match,4,0
A-104767,54,SQL Skills,3,0
A-104768,89,Experience Match,7,0
A-104769,30,Experience Match,4,0
A-104770,97,Communication,8,0
A-104771,97,Tech Stack Match,7,0
A-104772,72,Communication,9,0
A-104773,49,Experience Match,2,0
A-104775,45,Experience Match,3,0
A-104776,33,Experience Match,5,0
A-104777,78,Experience Match,5,0
A-104778,62,Communication,8,0
A-104779,61,SQL Skills,6,0
A-104780,45,Experience Match,3,0
A-104781,84,Experience Match,10,0
A-104782,50,SQL Skills,7,0
A-104783,97,Communication,10,0
A-104784,76,SQL Skills,6,0
A-104785,37,Communication,1,0
A-104786,44,Communication,2,0
A-104787,45,Tech Stack Match,5,0
A-104788,37,SQL Skills,5,0
A-104789,60,Experience Match,6,0
A-104790,99,Communication,10,0
A-104791,49,Tech Stack Match,6,0
A-104792,45,Communication,4,0
A-104793,98,Tech Stack Match,7,0
A-104794,63,SQL Skills,6,0
A-104795,73,Communication,9,0
A-104796,35,Experience Match,2,0
A-104797,68,Experience Match,7,0
A-104798,100,Tech Stack Match,8,0
A-104799,73,Communication,9,0
A-104800,66,Communication,6,0
A-104801,89,Experience Match,7,0
A-104802,46,Experience Match,6,0
A-104803,52,Tech Stack Match,7,0
A-104804,81,Communication,7,0
A-104805,38,Experience Match,4,0
A-104807,66,SQL Skills,6,0
A-104808,30,Communication,2,0
A-104809,35,SQL Skills,5,0
A-104810,44,Tech Stack Match,6,0
A-104811,62,Communication,6,0
A-104812,85,SQL Skills,6,0
A-104813,90,SQL Skills,7,0
A-104814,92,SQL Skills,10,0
A-104815,94,Communication,9,0
A-104816,80,Communication,7,0
A-104817,68,Communication,4,0
A-104818,96,Tech Stack Match,10,0
A-104819,44,Experience Match,4,0
A-104820,93,Experience Match,7,0
A-104821,92,Communication,9,0
A-104822,84,SQL Skills,8,0
A-104824,86,Experience Match,9,0
A-104825,60,Experience Match,4,0
A-104826,70,SQL Skills,8,0
A-104827,91,Experience Match,10,0
A-104828,83,Experience Match,8,0
A-104829,31,Tech Stack Match,3,0
A-104830,81,SQL Skills,8,0
A-104831,50,Communication,6,0
A-104832,86,Experience Match,9,0
A-104833,79,Experience Match,5,0
A-104835,94,SQL Skills,8,0
A-104836,51,SQL Skills,7,0
A-104837,39,SQL Skills,2,0
A-104838,93,SQL Skills,9,0
A-104841,55,SQL Skills,3,0
A-104843,73,Tech Stack Match,9,0
A-104844,32,Tech Stack Match,4,0
A-104845,91,SQL Skills,7,0
A-104846,78,Experience Match,8,0
A-104847,70,Tech Stack Match,7,0
A-104848,99,SQL Skills,7,0
A-104849,82,Experience Match,10,0
A-104850,35,Experience Match,4,0
A-104853,59,SQL Skills,7,0
A-104854,92,Communication,10,0
A-104855,75,Tech Stack Match,6,0
A-104856,76,Tech Stack Match,7,0
A-104857,90,Experience Match,10,0
A-104858,86,Experience Match,7,0
A-104859,81,Tech Stack Match,9,0
A-104861,35,Experience Match,4,0
A-104864,84,Experience Match,6,0
A-104865,74,Communication,5,0
A-104866,74,Tech Stack Match,5,0
A-104867,50,SQL Skills,4,0
A-104868,31,Tech Stack Match,5,0
A-104869,85,Experience Match,6,0
A-104870,51,Tech Stack Match,6,0
A-104871,74,SQL Skills,7,0
A-104872,100,SQL Skills,10,0
A-104874,83,Tech Stack Match,6,0
A-104875,67,Experience Match,7,0
A-104876,97,Communication,8,0
A-104877,33,Tech Stack Match,4,0
A-104878,54,Experience Match,7,0
A-104879,64,Tech Stack Match,4,0
A-104881,41,Communication,2,0
A-104882,78,Experience Match,9,0
A-104883,69,SQL Skills,4,0
A-104884,48,SQL Skills,5,0
A-104885,93,Communication,8,0
A-104886,80,Communication,10,0
A-104888,31,Experience Match,3,0
A-104890,65,Tech Stack Match,6,0
A-104891,75,Tech Stack Match,7,0
A-104892,31,Tech Stack Match,4,0
A-104893,95,SQL Skills,10,0
A-104894,83,Tech Stack Match,8,0
A-104895,74,Experience Match,9,0
A-104896,100,Tech Stack Match,10,0
A-104897,91,Tech Stack Match,8,0
A-104898,79,SQL Skills,5,0
A-104899,95,Communication,7,0
A-104900,51,Communication,5,0
A-104901,46,Experience Match,6,0
A-104902,62,SQL Skills,4,0
A-104904,40,Experience Match,5,0
A-104905,92,Experience Match,10,0
A-104906,54,Communication,5,0
A-104907,91,Communication,10,0
A-104908,85,SQL Skills,9,0
A-104910,38,SQL Skills,3,0
A-104911,87,SQL Skills,7,0
A-104912,96,SQL Skills,10,0
A-104913,56,Communication,4,0
A-104914,100,Tech Stack Match,8,0
A-104915,45,SQL Skills,5,0
A-104916,81,Tech Stack Match,10,0
A-104917,75,Tech Stack Match,8,0
A-104919,63,Experience Match,4,0
A-104921,36,Tech Stack Match,2,0
A-104922,96,Experience Match,9,0
A-104923,96,SQL Skills,9,0
A-104924,80,Tech Stack Match,9,0
A-104926,96,Communication,7,0
A-104927,44,Communication,6,0
A-104928,55,Experience Match,5,0
A-104929,89,Communication,8,0
A-104930,89,Tech Stack Match,7,0
A-104931,58,Tech Stack Match,5,0
A-104932,62,Experience Match,7,0
A-104933,99,SQL Skills,9,0
A-104934,98,Experience Match,10,0
A-104935,94,Experience Match,8,0
A-104936,73,SQL Skills,7,0
A-104938,61,Tech Stack Match,5,0
A-104939,64,Experience Match,5,0
A-104940,37,Tech Stack Match,5,0
A-104941,95,Tech Stack Match,9,0
A-104942,35,Communication,5,0
A-104943,99,Experience Match,7,0
A-104945,90,Communication,10,0
A-104946,96,SQL Skills,9,0
A-104947,82,SQL Skills,9,0
A-104948,44,Experience Match,5,0
A-104950,65,Communication,7,0
A-104951,87,Experience Match,7,0
A-104952,91,Experience Match,9,0
A-104953,40,Experience Match,4,0
A-104955,90,SQL Skills,7,0
A-104956,31,Tech Stack Match,5,0
A-104958,91,SQL Skills,9,0
A-104959,79,Experience Match,5,0
A-104960,41,Communication,4,0
A-104961,63,Experience Match,7,0
A-104962,83,Tech Stack Match,6,0
A-104963,72,Tech Stack Match,9,0
A-104964,100,Experience Match,10,0
A-104965,45,SQL Skills,5,0
A-104966,72,SQL Skills,8,0
A-104967,94,Experience Match,7,0
A-104968,74,SQL Skills,5,0
A-104969,61,SQL Skills,5,0
A-104970,67,Tech Stack Match,8,0
A-104971,40,Communication,5,0
A-104972,76,SQL Skills,5,0
A-104973,84,Experience Match,8,0
A-104974,83,SQL Skills,9,0
A-104976,44,Experience Match,2,0
A-104977,61,SQL Skills,7,0
A-104978,33,Tech Stack Match,1,0
A-104979,68,Communication,6,0
A-104980,86,Communication,10,0
A-104981,73,Experience Match,6,0
A-104982,50,SQL Skills,5,0
A-104983,92,Tech Stack Match,8,0
A-104985,97,Experience Match,10,0
A-104986,91,Experience Match,8,0
A-104988,57,Tech Stack Match,7,0
A-104989,52,SQL Skills,5,0
A-104991,68,Communication,7,0
A-104992,54,Tech Stack Match,7,0
A-104993,54,SQL Skills,6,0
A-104995,35,Experience Match,1,0
A-104996,66,Communication,4,0
A-104997,50,Tech Stack Match,7,0
A-104998,75,SQL Skills,8,0
A-104999,77,SQL Skills,5,0
A-105000,57,Experience Match,6,0
A-105001,81,Experience Match,8,0
A-105002,66,Communication,6,0
A-105003,52,Communication,4,0
A-105004,33,SQL Skills,2,0
A-105005,69,Communication,4,0
A-105006,67,Tech Stack Match,4,0
A-105007,47,SQL Skills,5,0
A-105008,99,Communication,8,0
A-105011,98,Tech Stack Match,10,0
A-105012,62,Communication,4,0
A-105013,58,SQL Skills,3,0
A-105014,73,Tech Stack Match,9,0
A-105015,80,Communication,9,0
A-105016,41,Tech Stack Match,6,0
A-105017,49,Tech Stack Match,4,0
A-105018,90,Experience Match,10,0
A-105019,89,Experience Match,6,0
A-105021,84,Tech Stack Match,7,0
A-105022,77,SQL Skills,9,0
A-105025,39,SQL Skills,2,0
A-105027,78,SQL Skills,5,0
A-105029,90,Experience Match,10,0
A-105030,82,Communication,9,0
A-105031,32,Tech Stack Match,2,0
A-105033,83,Experience Match,10,0
A-105034,76,Tech Stack Match,6,0
A-105036,100,Communication,9,0
A-105037,64,Tech Stack Match,8,0
A-105039,94,SQL Skills,9,0
A-105040,79,SQL Skills,5,0
A-105041,43,Tech Stack Match,5,0
A-105042,68,Tech Stack Match,8,0
A-105043,94,Tech Stack Match,8,0
A-105044,78,Experience Match,7,0
A-105045,61,Experience Match,7,0
A-105046,95,Communication,10,0
A-105049,55,Experience Match,7,0
A-105050,40,Communication,2,0
A-105051,35,Experience Match,2,0
A-105053,91,Experience Match,10,0
A-105054,93,Experience Match,8,0
A-105055,99,Communication,7,0
A-105056,92,Communication,7,0
A-105057,76,Communication,9,0
A-105058,96,SQL Skills,9,0
A-105059,70,Communication,7,0
A-105060,59,Tech Stack Match,7,0
A-105061,38,SQL Skills,2,0
A-105064,50,Communication,4,0
A-105065,41,SQL Skills,3,0
A-105066,84,Experience Match,10,0
A-105067,55,Tech Stack Match,7,0
A-105068,35,Communication,1,0
A-105069,82,SQL Skills,6,0
A-105070,83,Communication,10,0
A-105072,55,Experience Match,3,0
A-105074,99,SQL Skills,8,0
A-105075,78,Tech Stack Match,7,0
A-105076,38,Experience Match,3,0
A-105077,96,Communication,10,0
A-105078,74,Experience Match,9,0
A-105079,49,SQL Skills,4,0
A-105080,55,SQL Skills,3,0
A-105081,99,SQL Skills,7,0
A-105082,79,SQL Skills,5,0
A-105083,39,Tech Stack Match,3,0
A-105084,45,SQL Skills,4,0
A-105086,61,Tech Stack Match,4,0
A-105087,43,Experience Match,3,0
A-105088,65,Tech Stack Match,7,0
A-105089,47,Tech Stack Match,5,0
A-105092,99,Tech Stack Match,9,0
A-105093,59,Communication,3,0
A-105094,89,Tech Stack Match,9,0
A-105095,65,Tech Stack Match,5,0
A-105096,90,Communication,8,0
A-105097,80,SQL Skills,8,0
A-105098,40,SQL Skills,5,0
A-105099,43,Experience Match,2,0
A-105101,88,Experience Match,10,0
A-105102,84,SQL Skills,10,0
A-105103,76,Experience Match,7,0
A-105104,86,Experience Match,9,0
A-105105,75,SQL Skills,8,0
A-105106,47,SQL Skills,6,0
A-105107,52,Communication,6,0
A-105108,36,Tech Stack Match,5,0
A-105110,31,Experience Match,2,0
A-105111,78,SQL Skills,8,0
A-105113,69,Tech Stack Match,8,0
A-105114,65,Tech Stack Match,4,0
A-105116,41,SQL Skills,5,0
A-105117,97,Communication,7,0
A-105118,57,SQL Skills,6,0
A-105119,80,Experience Match,8,0
A-105120,79,Tech Stack Match,7,0
A-105121,99,Tech Stack Match,7,0
A-105123,81,Experience Match,8,0
A-105124,37,Experience Match,1,0
A-105125,50,SQL Skills,6,0
A-105126,87,SQL Skills,9,0
A-105127,48,Communication,4,0
A-105129,85,SQL Skills,9,0
A-105130,78,Tech Stack Match,5,0
A-105131,65,Experience Match,7,0
A-105133,79,Communication,8,0
A-105134,40,Tech Stack Match,4,0
A-105135,73,SQL Skills,8,0
A-105136,61,Communication,7,0
A-105137,93,Tech Stack Match,10,0
A-105138,85,Experience Match,9,0
A-105139,84,Experience Match,6,0
A-105140,51,Tech Stack Match,4,0
A-105141,31,SQL Skills,4,0
A-105142,56,Experience Match,3,0
A-105143,42,Tech Stack Match,4,0
A-105144,39,Communication,2,0
A-105145,59,Communication,3,0
A-105146,45,Tech Stack Match,6,0
A-105147,96,SQL Skills,7,0
A-105148,81,Tech Stack Match,7,0
A-105149,63,Communication,4,0
A-105150,46,Experience Match,3,0
A-105151,99,Tech Stack Match,7,0
A-105152,100,Communication,10,0
A-105153,30,Experience Match,1,0
A-105154,97,Communication,7,0
A-105156,56,Communication,7,0
A-105157,41,Communication,3,0
A-105158,79,Tech Stack Match,9,0
A-105159,56,Experience Match,7,0
A-105160,46,Communication,6,0
A-105161,94,Communication,8,0
A-105162,41,Experience Match,4,0
A-105163,31,Communication,1,0
A-105164,67,Tech Stack Match,7,0
A-105165,89,Communication,8,0
A-105166,74,SQL Skills,8,0
A-105168,54,Experience Match,7,0
A-105172,78,Communication,8,0
A-105173,100,Experience Match,8,0
A-105175,37,Communication,4,0
A-105176,53,Tech Stack Match,4,0
A-105178,73,Tech Stack Match,5,0
A-105179,70,Tech Stack Match,5,0
A-105181,64,Tech Stack Match,6,0
A-105182,70,Communication,6,0
A-105183,63,SQL Skills,6,0
A-105184,70,Communication,9,0
A-105185,99,Experience Match,8,0
A-105186,74,SQL Skills,5,0
A-105187,31,Communication,1,0
A-105188,93,Experience Match,9,0
A-105189,98,SQL Skills,9,0
A-105190,93,Tech Stack Match,8,0
A-105191,50,Experience Match,3,0
A-105192,62,Tech Stack Match,4,0
A-105193,72,Tech Stack Match,6,0
A-105195,32,Communication,5,0
A-105196,60,Experience Match,4,0
A-105197,97,SQL Skills,10,0
A-105198,67,SQL Skills,8,0
A-105200,31,Communication,3,0
A-105201,79,Communication,8,0
A-105202,47,Communication,3,0
A-105204,56,Tech Stack Match,7,0
A-105205,32,Tech Stack Match,5,0
A-105206,44,Experience Match,3,0
A-105207,70,Tech Stack Match,8,0
A-105208,35,Tech Stack Match,5,0
A-105209,75,Tech Stack Match,5,0
A-105211,94,Tech Stack Match,7,0
A-105212,38,Experience Match,1,0
A-105213,78,Communication,9,0
A-105214,42,SQL Skills,3,0
A-105215,84,Tech Stack Match,10,0
A-105216,68,Communication,5,0
A-105217,76,SQL Skills,8,0
A-105218,97,Communication,10,0
A-105219,84,SQL Skills,7,0
A-105220,78,Experience Match,6,0
A-105221,82,Communication,6,0
A-105222,40,Tech Stack Match,3,0
A-105223,48,SQL Skills,5,0
A-105224,50,Communication,6,0
A-105225,35,SQL Skills,1,0
A-105226,68,Tech Stack Match,5,0
A-105227,59,Tech Stack Match,6,0
A-105228,72,Communication,8,0
A-105229,45,SQL Skills,2,0
A-105230,69,Communication,7,0
A-105231,61,Experience Match,7,0
A-105232,98,Experience Match,10,0
A-105233,85,Experience Match,10,0
A-105235,75,Tech Stack Match,9,0
A-105236,67,SQL Skills,6,0
A-105237,63,SQL Skills,4,0
A-105238,69,Tech Stack Match,6,0
A-105239,75,Communication,9,0
A-105240,89,Experience Match,7,0
A-105241,98,Tech Stack Match,10,0
A-105242,68,Communication,5,0
A-105243,71,Tech Stack Match,6,0
A-105244,45,Experience Match,6,0
A-105245,66,Experience Match,5,0
A-105246,93,Communication,9,0
A-105247,66,Communication,8,0
A-105248,96,Communication,10,0
A-105249,89,Tech Stack Match,9,0
A-105250,44,Communication,5,0
A-105251,81,SQL Skills,8,0
A-105253,81,Tech Stack Match,8,0
A-105254,77,Experience Match,6,0
A-105255,32,Communication,4,0
A-105258,62,Tech Stack Match,7,0
A-105259,57,Tech Stack Match,7,0
A-105261,59,Communication,7,0
A-105263,52,Tech Stack Match,3,0
A-105264,73,SQL Skills,5,0
A-105265,74,Tech Stack Match,7,0
A-105266,63,Experience Match,8,0
A-105267,56,Communication,7,0
A-105268,77,SQL Skills,5,0
A-105271,31,Tech Stack Match,5,0
A-105272,42,Communication,5,0
A-105273,74,Communication,6,0
A-105274,82,Tech Stack Match,7,0
A-105275,95,Tech Stack Match,7,0
A-105276,98,Tech Stack Match,9,0
A-105277,69,Communication,4,0
A-105278,86,Communication,7,0
A-105279,74,Experience Match,8,0
A-105280,85,SQL Skills,6,0
A-105282,89,SQL Skills,10,0
A-105283,92,Tech Stack Match,9,0
A-105284,35,SQL Skills,3,0
A-105285,39,Tech Stack Match,4,0
A-105286,82,SQL Skills,7,0
A-105287,96,SQL Skills,10,0
A-105288,91,Communication,8,0
A-105289,55,SQL Skills,5,0
A-105291,78,Tech Stack Match,8,0
A-105292,80,Tech Stack Match,7,0
A-105293,73,Tech Stack Match,8,0
A-105294,36,Tech Stack Match,4,0
A-105295,94,Communication,10,0
A-105297,83,Tech Stack Match,9,0
A-105298,68,Experience Match,8,0
A-105299,71,Communication,9,0
A-105300,41,SQL Skills,2,0
A-105301,72,Communication,6,0
A-105302,75,SQL Skills,7,0
A-105304,73,Tech Stack Match,5,0
A-105305,87,Tech Stack Match,6,0
A-105306,98,Tech Stack Match,10,0
A-105308,64,Tech Stack Match,8,0
A-105309,97,SQL Skills,9,0
A-105310,46,Tech Stack Match,4,0
A-105311,67,Tech Stack Match,6,0
A-105312,74,SQL Skills,7,0
A-105314,55,SQL Skills,4,0
A-105315,33,Experience Match,2,0
A-105317,68,Experience Match,4,0
A-105318,50,Communication,5,0
A-105319,74,Experience Match,8,0
A-105320,78,Communication,5,0
A-105321,99,SQL Skills,9,0
A-105323,84,SQL Skills,7,0
A-105325,50,Tech Stack Match,6,0
A-105326,58,SQL Skills,6,0
A-105327,92,SQL Skills,8,0
A-105329,92,Tech Stack Match,9,0
A-105330,47,Tech Stack Match,5,0
A-105331,98,Communication,7,0
A-105332,65,Experience Match,5,0
A-105333,92,SQL Skills,10,0
A-105336,98,Experience Match,7,0
A-105337,79,Tech Stack Match,7,0
A-105338,77,Tech Stack Match,7,0
A-105339,85,Communication,9,0
A-105340,96,Communication,7,0
A-105341,49,Experience Match,3,0
A-105342,95,Tech Stack Match,9,0
A-105343,36,Experience Match,2,0
A-105344,79,SQL Skills,7,0
A-105345,71,Tech Stack Match,5,0
A-105346,53,Tech Stack Match,6,0
A-105347,59,Tech Stack Match,6,0
A-105349,92,Communication,10,0
A-105350,79,Experience Match,6,0
A-105352,79,Tech Stack Match,8,0
A-105353,99,Communication,10,0
A-105354,44,Tech Stack Match,2,0
A-105355,45,Experience Match,2,0
A-105357,98,Communication,8,0
